	0,609126	2,528921	1,210206	0,256401	1,430136	1,264451	0,266052	2,349864
	0,614225	2,526373	1,215303	0,256401	1,425037	1,264451	0,260953	2,349864
	0,611675	2,526373	1,210206	0,251303	1,430136	1,272098	0,266052	2,349864
	0,619324	2,528921	1,210206	0,246205	1,417389	1,259353	0,260953	2,352414
	0,611675	2,518726	1,202560	0,248754	1,425037	1,272098	0,271151	2,349864
	0,611675	2,531470	1,215303	0,251303	1,422488	1,259353	0,260953	2,349864
	0,621873	2,531470	1,217851	0,251303	1,425037	1,256804	0,260953	2,349864
	0,614225	2,528921	1,202560	0,243656	1,425037	1,267000	0,271151	2,357512
	0,616774	2,528921	1,207657	0,243656	1,417389	1,264451	0,263502	2,352414
	0,606576	2,528921	1,210206	0,258950	1,430136	1,267000	0,266052	2,347315
	0,606576	2,528921	1,210206	0,258950	1,430136	1,267000	0,266052	2,347315
	0,619324	2,531470	1,210206	0,251303	1,417389	1,261902	0,266052	2,352414
	0,614225	2,526373	1,207657	0,243656	1,425037	1,259353	0,260953	2,347315
	0,606576	2,528921	1,210206	0,256401	1,430136	1,264451	0,266052	2,347315
	0,609126	2,528921	1,210206	0,256401	1,430136	1,267000	0,268601	2,352414
	0,611675	2,526373	1,202560	0,246205	1,425037	1,264451	0,271151	2,357512
	0,614225	2,531470	1,215303	0,248754	1,419938	1,261902	0,258403	2,344766
	0,609126	2,526373	1,205109	0,251303	1,425037	1,272098	0,268601	2,357512
	0,614225	2,531470	1,210206	0,256401	1,430136	1,264451	0,266052	2,344766
	0,609126	2,518726	1,207657	0,251303	1,425037	1,274647	0,273700	2,352414
	0,611675	2,534019	1,215303	0,251303	1,419938	1,261902	0,260953	2,344766
	0,611675	2,526373	1,205109	0,246205	1,425037	1,267000	0,273700	2,352414
	0,609126	2,528921	1,212754	0,256401	1,430136	1,267000	0,268601	2,347315
	0,609126	2,528921	1,210206	0,256401	1,430136	1,267000	0,266052	2,354963
	0,614225	2,531470	1,212754	0,253852	1,419938	1,261902	0,266052	2,352414
	0,611675	2,528921	1,205109	0,243656	1,425037	1,264451	0,273700	2,357512
	0,621873	2,536568	1,212754	0,251303	1,419938	1,261902	0,268601	2,354963
	0,616774	2,526373	1,210206	0,243656	1,419938	1,267000	0,266052	2,360061
	0,609126	2,521275	1,212754	0,251303	1,432685	1,272098	0,266052	2,354963
	0,621873	2,528921	1,210206	0,241107	1,419938	1,264451	0,260953	2,354963
	0,616774	2,536568	1,212754	0,251303	1,419938	1,259353	0,266052	2,354963
	0,611675	2,528921	1,212754	0,256401	1,432685	1,264451	0,266052	2,349864
	0,606576	2,531470	1,212754	0,256401	1,432685	1,264451	0,266052	2,354963
	0,611675	2,531470	1,207657	0,243656	1,425037	1,267000	0,273700	2,357512
	0,606576	2,523824	1,215303	0,243656	1,432685	1,274647	0,266052	2,362611
	0,609126	2,531470	1,210206	0,258950	1,432685	1,267000	0,266052	2,349864
	0,621873	2,534019	1,215303	0,251303	1,422488	1,259353	0,266052	2,357512
	0,609126	2,523824	1,212754	0,251303	1,435235	1,274647	0,266052	2,349864
	0,621873	2,536568	1,212754	0,248754	1,427587	1,261902	0,258403	2,354963
	0,609126	2,528921	1,215303	0,258950	1,432685	1,264451	0,268601	2,349864
	0,611675	2,523824	1,207657	0,251303	1,427587	1,274647	0,273700	2,354963
	0,621873	2,531470	1,212754	0,243656	1,422488	1,267000	0,266052	2,354963
	0,611675	2,531470	1,212754	0,256401	1,435235	1,269549	0,276250	2,354963
	0,616774	2,534019	1,212754	0,246205	1,422488	1,269549	0,266052	2,354963
	0,621873	2,536568	1,222948	0,258950	1,427587	1,259353	0,263502	2,347315
	0,614225	2,526373	1,207657	0,251303	1,427587	1,274647	0,271151	2,354963
	0,609126	2,526373	1,215303	0,253852	1,432685	1,274647	0,273700	2,354963
	0,609126	2,534019	1,215303	0,248754	1,435235	1,274647	0,271151	2,354963
	0,621873	2,534019	1,215303	0,246205	1,425037	1,269549	0,266052	2,352414
	0,609126	2,528921	1,215303	0,251303	1,435235	1,274647	0,266052	2,357512
	0,606576	2,526373	1,217851	0,253852	1,430136	1,274647	0,273700	2,360061
	0,609126	2,526373	1,210206	0,253852	1,427587	1,269549	0,271151	2,354963
	0,611675	2,526373	1,210206	0,251303	1,430136	1,264451	0,273700	2,365160
	0,616774	2,539116	1,222948	0,251303	1,430136	1,261902	0,260953	2,357512
	0,616774	2,526373	1,210206	0,251303	1,430136	1,274647	0,273700	2,357512
	0,621873	2,531470	1,215303	0,243656	1,425037	1,272098	0,268601	2,365160
	0,621873	2,539116	1,222948	0,258950	1,430136	1,267000	0,260953	2,349864
	0,606576	2,528921	1,217851	0,251303	1,437784	1,267000	0,271151	2,362611
	0,614225	2,536568	1,222948	0,256401	1,432685	1,267000	0,263502	2,352414
	0,621873	2,539116	1,217851	0,251303	1,425037	1,261902	0,266052	2,357512
	0,616774	2,536568	1,217851	0,243656	1,425037	1,269549	0,260953	2,357512
	0,616774	2,539116	1,210206	0,243656	1,425037	1,261902	0,268601	2,357512
