	0,428116	1,794875	0,868713	0,225814	0,930457	0,744467	0,230359	0,963068
	0,430666	1,789778	0,868713	0,220716	0,930457	0,747016	0,230359	0,968166
	0,417919	1,789778	0,868713	0,228363	0,940655	0,747016	0,232908	0,968166
	0,417919	1,784680	0,868713	0,225814	0,935556	0,752114	0,238007	0,968166
	0,415369	1,792327	0,868713	0,223265	0,940655	0,752114	0,230359	0,968166
	0,423017	1,792327	0,873810	0,233461	0,935556	0,744467	0,222710	0,963068
	0,428116	1,789778	0,871261	0,220716	0,933007	0,741918	0,230359	0,968166
	0,428116	1,789778	0,868713	0,218167	0,930457	0,744467	0,227809	0,970715
	0,415369	1,784680	0,868713	0,225814	0,940655	0,752114	0,230359	0,968166
	0,428116	1,792327	0,868713	0,225814	0,930457	0,739369	0,227809	0,968166
	0,423017	1,789778	0,863616	0,220716	0,938105	0,747016	0,232908	0,968166
	0,423017	1,789778	0,868713	0,220716	0,930457	0,747016	0,230359	0,975814
	0,415369	1,782132	0,863616	0,225814	0,940655	0,752114	0,235458	0,968166
	0,430666	1,797424	0,868713	0,223265	0,927908	0,744467	0,222710	0,963068
	0,423017	1,789778	0,868713	0,218167	0,930457	0,747016	0,227809	0,978363
	0,423017	1,784680	0,861068	0,225814	0,935556	0,744467	0,235458	0,973265
	0,423017	1,782132	0,858519	0,223265	0,938105	0,749565	0,235458	0,968166
	0,423017	1,789778	0,863616	0,220716	0,935556	0,747016	0,227809	0,978363
	0,415369	1,784680	0,866164	0,225814	0,940655	0,752114	0,227809	0,975814
	0,423017	1,789778	0,868713	0,230912	0,943204	0,747016	0,230359	0,963068
	0,428116	1,797424	0,868713	0,223265	0,927908	0,736820	0,230359	0,970715
	0,423017	1,789778	0,873810	0,233461	0,938105	0,744467	0,222710	0,970715
	0,423017	1,797424	0,873810	0,223265	0,935556	0,739369	0,227809	0,963068
	0,423017	1,784680	0,861068	0,225814	0,935556	0,749565	0,235458	0,975814
	0,420468	1,792327	0,861068	0,220716	0,935556	0,744467	0,235458	0,970715
	0,428116	1,797424	0,868713	0,225814	0,930457	0,736820	0,230359	0,970715
	0,423017	1,789778	0,863616	0,223265	0,938105	0,747016	0,235458	0,978363
	0,423017	1,794875	0,873810	0,225814	0,935556	0,739369	0,225260	0,965617
	0,428116	1,794875	0,866164	0,225814	0,930457	0,734271	0,232908	0,970715
	0,425567	1,792327	0,866164	0,220716	0,930457	0,747016	0,230359	0,975814
	0,423017	1,784680	0,861068	0,225814	0,935556	0,752114	0,235458	0,970715
	0,428116	1,797424	0,868713	0,223265	0,930457	0,739369	0,232908	0,968166
	0,415369	1,792327	0,866164	0,230912	0,935556	0,754663	0,230359	0,968166
	0,423017	1,792327	0,873810	0,230912	0,935556	0,747016	0,225260	0,970715
	0,420468	1,792327	0,868713	0,233461	0,940655	0,744467	0,227809	0,965617
	0,420468	1,794875	0,873810	0,225814	0,935556	0,739369	0,225260	0,970715
	0,423017	1,792327	0,876358	0,225814	0,940655	0,752114	0,227809	0,968166
	0,430666	1,792327	0,868713	0,225814	0,933007	0,741918	0,230359	0,970715
	0,423017	1,792327	0,861068	0,220716	0,930457	0,744467	0,230359	0,975814
	0,423017	1,792327	0,873810	0,230912	0,935556	0,744467	0,225260	0,968166
	0,428116	1,797424	0,871261	0,228363	0,935556	0,741918	0,225260	0,968166
	0,415369	1,787229	0,861068	0,223265	0,935556	0,752114	0,238007	0,978363
	0,423017	1,789778	0,863616	0,218167	0,933007	0,744467	0,230359	0,970715
	0,423017	1,792327	0,873810	0,230912	0,935556	0,744467	0,222710	0,965617
	0,415369	1,792327	0,866164	0,230912	0,943204	0,741918	0,230359	0,965617
	0,428116	1,787229	0,866164	0,220716	0,930457	0,747016	0,227809	0,975814
	0,423017	1,794875	0,873810	0,233461	0,935556	0,744467	0,225260	0,965617
	0,423017	1,792327	0,861068	0,220716	0,930457	0,744467	0,230359	0,975814
	0,423017	1,792327	0,871261	0,230912	0,935556	0,741918	0,222710	0,965617
	0,423017	1,784680	0,861068	0,223265	0,935556	0,752114	0,238007	0,970715
	0,417919	1,792327	0,866164	0,230912	0,943204	0,744467	0,230359	0,970715
	0,428116	1,797424	0,866164	0,225814	0,927908	0,739369	0,225260	0,970715
	0,423017	1,789778	0,873810	0,233461	0,935556	0,741918	0,222710	0,965617
	0,417919	1,792327	0,861068	0,223265	0,935556	0,749565	0,235458	0,970715
	0,420468	1,792327	0,873810	0,233461	0,935556	0,744467	0,225260	0,965617
	0,417919	1,789778	0,866164	0,225814	0,935556	0,752114	0,235458	0,973265
	0,428116	1,799973	0,868713	0,225814	0,930457	0,739369	0,230359	0,970715
	0,423017	1,784680	0,863616	0,225814	0,935556	0,752114	0,238007	0,973265
	0,415369	1,789778	0,868713	0,220716	0,940655	0,749565	0,230359	0,970715
	0,428116	1,792327	0,866164	0,220716	0,930457	0,744467	0,227809	0,978363
	0,417919	1,787229	0,866164	0,233461	0,943204	0,749565	0,235458	0,970715
	0,428116	1,799973	0,866164	0,225814	0,927908	0,739369	0,230359	0,970715
	0,417919	1,787229	0,866164	0,225814	0,940655	0,749565	0,232908	0,980912
	0,428116	1,792327	0,868713	0,220716	0,930457	0,744467	0,230359	0,978363
	0,423017	1,799973	0,866164	0,223265	0,927908	0,739369	0,230359	0,968166
	0,415369	1,787229	0,863616	0,225814	0,940655	0,752114	0,230359	0,970715
	0,428116	1,799973	0,866164	0,223265	0,930457	0,736820	0,230359	0,968166
	0,423017	1,792327	0,873810	0,233461	0,935556	0,744467	0,225260	0,968166
	0,420468	1,789778	0,861068	0,225814	0,935556	0,752114	0,235458	0,973265
	0,417919	1,789778	0,861068	0,220716	0,935556	0,744467	0,238007	0,978363
	0,417919	1,789778	0,866164	0,225814	0,940655	0,749565	0,238007	0,978363
	0,423017	1,787229	0,861068	0,225814	0,935556	0,747016	0,235458	0,970715
	0,423017	1,792327	0,871261	0,233461	0,940655	0,741918	0,230359	0,965617
	0,423017	1,799973	0,871261	0,233461	0,940655	0,744467	0,227809	0,965617
	0,417919	1,794875	0,876358	0,233461	0,943204	0,741918	0,230359	0,968166
	0,420468	1,797424	0,873810	0,228363	0,940655	0,744467	0,230359	0,965617
	0,425567	1,797424	0,868713	0,233461	0,943204	0,744467	0,227809	0,968166
	0,423017	1,802522	0,873810	0,225814	0,943204	0,744467	0,225260	0,968166
	0,428116	1,794875	0,866164	0,223265	0,930457	0,739369	0,222710	0,965617
	0,428116	1,802522	0,866164	0,225814	0,927908	0,739369	0,230359	0,975814
